station_id,hour,lag_8h
4,13,12.359712230215827
4,14,11.861386138613861
4,15,11.877551020408163
4,16,11.7
4,17,11.904109589041095
4,18,11.363636363636363
4,19,9.847826086956522
4,20,10.65
4,21,8.822222222222223
4,22,9.0
4,23,8.324074074074074
5,0,22.037593984962406
5,1,20.936507936507937
5,2,20.5390625
5,3,21.734265734265733
5,4,22.760233918128655
5,5,23.028089887640448
5,6,23.05056179775281
5,7,22.6878612716763
5,8,21.46242774566474
5,9,14.720238095238095
5,10,9.286713286713287
5,11,10.46551724137931
5,12,11.883720930232558
5,13,11.732758620689655
5,14,11.329896907216495
5,15,12.25
5,16,12.712962962962964
5,17,12.637096774193548
5,18,16.78832116788321
5,19,22.27857142857143
5,20,22.573426573426573
5,21,23.698529411764707
5,22,23.779411764705884
5,23,23.09375
6,0,9.159420289855072
6,1,7.1875
6,2,6.971014492753623
6,3,7.642857142857143
6,4,10.8
6,5,7.565217391304348
6,6,9.043478260869565
6,7,7.0
6,8,6.940298507462686
6,9,7.329113924050633
6,10,6.913043478260869
6,11,5.7622377622377625
6,12,6.08125
6,13,6.37125748502994
6,14,7.175757575757576
6,15,7.881656804733728
6,16,7.823529411764706
6,17,8.227272727272727
6,18,8.840277777777779
6,19,9.089108910891088
6,20,10.395348837209303
6,21,10.41095890410959
6,22,10.1125
6,23,9.566037735849056
7,0,6.526315789473684
7,1,6.610169491525424
7,2,6.560975609756097
7,3,6.2272727272727275
7,4,4.25
7,5,6.2105263157894735
7,6,6.553571428571429
7,7,6.358974358974359
7,8,4.7094017094017095
7,9,7.053030303030303
7,10,6.674846625766871
7,11,5.927272727272728
7,12,6.208588957055214
7,13,5.461038961038961
7,14,7.099337748344371
7,15,6.671328671328672
7,16,5.642335766423358
7,17,5.076923076923077
7,18,5.01980198019802
7,19,5.304878048780488
7,20,6.08955223880597
7,21,5.5625
7,22,5.75
7,23,4.28
8,0,16.72072072072072
8,1,17.348484848484848
8,2,17.97841726618705
8,3,16.551724137931036
8,4,11.95
8,5,15.541666666666666
8,6,17.112676056338028
8,7,16.65714285714286
8,8,17.602564102564102
8,9,16.331360946745562
8,10,15.028571428571428
8,11,12.104046242774567
8,12,11.642857142857142
8,13,11.826086956521738
8,14,13.582191780821917
8,15,14.674418604651162
8,16,12.5
8,17,12.683333333333334
8,18,15.914529914529915
8,19,15.952941176470588
8,20,16.55223880597015
8,21,17.573170731707318
8,22,17.842105263157894
8,23,16.613333333333333
9,0,12.256944444444445
9,1,8.380952380952381
9,2,8.08860759493671
9,3,8.474358974358974
9,4,9.018181818181818
9,5,8.057851239669422
9,6,6.741176470588235
9,7,7.222222222222222
9,8,8.765027322404372
9,9,9.737430167597765
9,10,12.93063583815029
9,11,13.833333333333334
9,12,16.257861635220127
9,13,17.766666666666666
9,14,17.253623188405797
9,15,17.1484375
9,16,17.06611570247934
9,17,16.182539682539684
9,18,18.766129032258064
9,19,19.24390243902439
9,20,17.582608695652173
9,21,18.048076923076923
9,22,17.671875
9,23,15.181818181818182
10,0,13.338235294117647
10,1,12.633587786259541
10,2,12.775510204081632
10,3,12.796296296296296
10,4,12.385542168674698
10,5,12.272222222222222
10,6,12.23463687150838
10,7,11.893258426966293
10,8,11.567415730337078
10,9,11.867816091954023
10,10,11.680473372781066
10,11,13.006802721088436
10,12,12.669421487603305
10,13,13.036585365853659
10,14,12.602564102564102
10,15,13.05952380952381
10,16,13.024691358024691
10,17,12.666666666666666
10,18,12.794520547945206
10,19,13.186666666666667
10,20,13.815217391304348
10,21,14.2015503875969
10,22,13.976923076923077
10,23,13.488549618320612
11,0,10.40625
11,1,8.477272727272727
11,2,8.46808510638298
11,3,14.5
11,4,23.0
11,5,14.625
11,6,14.036363636363637
11,7,11.354166666666666
11,8,8.425
11,9,8.808510638297872
11,10,13.864864864864865
11,11,16.424242424242426
11,12,19.175675675675677
11,13,19.641975308641975
11,14,18.846625766871167
11,15,18.451807228915662
11,16,18.716867469879517
11,17,18.15204678362573
11,18,16.238709677419354
11,19,14.418803418803419
11,20,13.484536082474227
11,21,10.946666666666667
11,22,8.920634920634921
11,23,9.25531914893617
12,0,2.764705882352941
12,1,4.2592592592592595
12,2,2.86
12,3,4.357142857142857
12,4,5.222222222222222
12,5,4.224489795918367
12,6,6.545454545454546
12,7,5.044444444444444
12,8,4.592105263157895
12,9,3.506666666666667
12,10,3.3359375
12,11,2.7468354430379747
12,12,2.413173652694611
12,13,2.4491017964071857
12,14,1.9349112426035502
12,15,1.744047619047619
12,16,1.5208333333333333
12,17,1.8776978417266188
12,18,2.2446043165467624
12,19,2.888888888888889
12,20,3.1278195488721803
12,21,3.4615384615384617
12,22,3.8703703703703702
12,23,2.861111111111111
13,0,10.209876543209877
13,1,9.166666666666666
13,2,8.538461538461538
13,3,11.55
13,4,12.214285714285714
13,5,10.305084745762711
13,6,12.3
13,7,11.826923076923077
13,8,10.755244755244755
13,9,11.12280701754386
13,10,12.89655172413793
13,11,14.149425287356323
13,12,14.511904761904763
13,13,14.71951219512195
13,14,15.552631578947368
13,15,15.818897637795276
13,16,15.682926829268293
13,17,15.614173228346457
13,18,15.046296296296296
13,19,13.78048780487805
13,20,11.69811320754717
13,21,10.879310344827585
13,22,7.409090909090909
13,23,10.521739130434783
14,0,21.216216216216218
14,1,17.281553398058254
14,2,16.36
14,3,18.575757575757574
14,4,20.12280701754386
14,5,17.947674418604652
14,6,18.010752688172044
14,7,15.650537634408602
14,8,16.13978494623656
14,9,16.864864864864863
14,10,17.61413043478261
14,11,19.229508196721312
14,12,20.114285714285714
14,13,21.152941176470588
14,14,21.136986301369863
14,15,21.298387096774192
14,16,20.173076923076923
14,17,18.264150943396228
14,18,19.554455445544555
14,19,22.80597014925373
14,20,23.83116883116883
14,21,24.50793650793651
14,22,25.454545454545453
14,23,23.936936936936938
15,0,2.512396694214876
15,1,3.5344827586206895
15,2,4.3
15,3,3.7737226277372264
15,4,3.670807453416149
15,5,3.772727272727273
15,6,3.8351648351648353
15,7,3.206896551724138
15,8,2.0828402366863905
15,9,1.7419354838709677
15,10,1.3533333333333333
15,11,1.1875
15,12,0.8387096774193549
15,13,0.782608695652174
15,14,0.9342105263157895
15,15,1.1132075471698113
15,16,1.098360655737705
15,17,1.2692307692307692
15,18,1.2962962962962963
15,19,1.2363636363636363
15,20,1.728813559322034
15,21,1.5569620253164558
15,22,1.5822784810126582
15,23,1.8990825688073394
16,0,10.654761904761905
16,1,12.037037037037036
16,2,13.869565217391305
16,3,13.19047619047619
16,4,13.266666666666667
16,5,13.257142857142858
16,6,12.515151515151516
16,7,12.510204081632653
16,8,12.38888888888889
16,9,12.072463768115941
16,10,10.082191780821917
16,11,12.094736842105263
16,12,11.03448275862069
16,13,11.448529411764707
16,14,10.223684210526315
16,15,10.982248520710058
16,16,10.436046511627907
16,17,11.027624309392266
16,18,11.641975308641975
16,19,11.656
16,20,12.218181818181819
16,21,12.12037037037037
16,22,11.229166666666666
16,23,10.070588235294117
17,0,7.855072463768116
17,1,6.984375
17,2,8.285714285714286
17,3,8.051282051282051
17,4,8.38888888888889
17,5,8.607142857142858
17,6,7.417910447761194
17,7,9.307692307692308
17,8,8.923076923076923
17,9,9.201492537313433
17,10,7.9941176470588236
17,11,8.575418994413408
17,12,8.68235294117647
17,13,9.23391812865497
17,14,9.934911242603551
17,15,9.86875
17,16,9.554794520547945
17,17,8.448529411764707
17,18,8.741935483870968
17,19,8.63
17,20,8.293333333333333
17,21,6.468085106382978
17,22,6.580645161290323
17,23,8.17142857142857
18,0,14.278260869565218
18,1,15.0561797752809
18,2,14.821782178217822
18,3,13.839285714285714
18,4,14.725
18,5,15.74390243902439
18,6,15.135416666666666
18,7,14.13103448275862
18,8,14.0920245398773
18,9,13.221621621621622
18,10,8.853260869565217
18,11,6.76536312849162
18,12,7.529761904761905
18,13,7.261146496815287
18,14,7.305343511450381
18,15,7.062015503875969
18,16,6.444444444444445
18,17,7.623287671232877
18,18,7.454545454545454
18,19,8.285714285714286
18,20,10.325842696629213
18,21,12.76388888888889
18,22,14.54945054945055
18,23,14.66326530612245
19,0,4.984962406015038
19,1,3.9669421487603307
19,2,4.547008547008547
19,3,5.735294117647059
19,4,5.615384615384615
19,5,4.452830188679245
19,6,4.28
19,7,4.28021978021978
19,8,4.933701657458563
19,9,8.815642458100559
19,10,14.488505747126437
19,11,16.952095808383234
19,12,17.60248447204969
19,13,17.54140127388535
19,14,17.402985074626866
19,15,17.471153846153847
19,16,18.864406779661017
19,17,18.787401574803148
19,18,13.19047619047619
19,19,8.223214285714286
19,20,6.418367346938775
19,21,6.852941176470588
19,22,6.036697247706422
19,23,5.714285714285714
20,0,2.5783132530120483
20,1,1.793103448275862
20,2,1.25
20,3,2.1552795031055902
20,4,1.9714285714285715
20,5,1.9
20,6,1.9668508287292819
20,7,2.6353591160220993
20,8,4.956284153005464
20,9,8.348571428571429
20,10,12.751412429378531
20,11,13.741379310344827
20,12,13.641975308641975
20,13,12.456521739130435
20,14,14.112244897959183
20,15,16.38235294117647
20,16,17.650793650793652
20,17,13.033333333333333
20,18,8.58974358974359
20,19,9.89655172413793
20,20,4.25
20,21,3.1315789473684212
20,22,1.5416666666666667
20,23,1.2452830188679245
21,0,15.318840579710145
21,1,12.162162162162161
21,2,13.657534246575343
21,3,9.86111111111111
21,4,20.666666666666668
21,5,11.952380952380953
21,6,13.233333333333333
21,7,11.216216216216216
21,8,10.863013698630137
21,9,10.0
21,10,12.591397849462366
21,11,15.13103448275862
21,12,16.952095808383234
21,13,18.842105263157894
21,14,20.71264367816092
21,15,19.259887005649716
21,16,18.184971098265898
21,17,18.546511627906977
21,18,18.342105263157894
21,19,18.073170731707318
21,20,20.07608695652174
21,21,19.246376811594203
21,22,18.0
21,23,17.346153846153847
22,0,10.72972972972973
22,1,7.796296296296297
22,2,10.204819277108435
22,3,11.382352941176471
22,4,16.071428571428573
22,5,12.051282051282051
22,6,10.764705882352942
22,7,10.877551020408163
22,8,10.948717948717949
22,9,11.855263157894736
22,10,11.311377245508982
22,11,11.107954545454545
22,12,10.878612716763005
22,13,11.306818181818182
22,14,11.47191011235955
22,15,11.488372093023257
22,16,12.128205128205128
22,17,11.642857142857142
22,18,13.793388429752065
22,19,14.541284403669724
22,20,14.916666666666666
22,21,14.765625
22,22,13.767857142857142
22,23,13.075757575757576
23,0,24.028301886792452
23,1,23.47422680412371
23,2,23.192307692307693
23,3,22.640625
23,4,21.933333333333334
23,5,23.04901960784314
23,6,23.074766355140188
23,7,19.514285714285716
23,8,16.46511627906977
23,9,16.289017341040463
23,10,15.10897435897436
23,11,14.925925925925926
23,12,15.90967741935484
23,13,17.071428571428573
23,14,16.51851851851852
23,15,16.977099236641223
23,16,15.608695652173912
23,17,17.30534351145038
23,18,19.333333333333332
23,19,22.55056179775281
23,20,23.949367088607595
23,21,25.6
23,22,24.761904761904763
23,23,24.454545454545453
24,0,10.694656488549619
24,1,10.21875
24,2,10.45
24,3,11.014925373134329
24,4,11.18
24,5,10.311258278145695
24,6,9.884848484848485
24,7,9.85
24,8,9.713483146067416
24,9,9.737430167597765
24,10,10.825842696629213
24,11,9.798850574712644
24,12,8.609756097560975
24,13,9.094202898550725
24,14,8.727272727272727
24,15,9.221238938053098
24,16,10.823008849557523
24,17,12.118181818181819
24,18,12.952380952380953
24,19,13.393939393939394
24,20,14.325581395348838
24,21,12.359223300970873
24,22,11.570247933884298
24,23,11.178861788617887
25,0,9.535714285714286
25,1,9.101694915254237
25,2,8.967479674796747
25,3,8.421875
25,4,7.922580645161291
25,5,7.962365591397849
25,6,7.9837837837837835
25,7,8.161111111111111
25,8,8.851428571428572
25,9,10.576470588235294
25,10,14.52694610778443
25,11,16.891156462585034
25,12,16.553030303030305
25,13,15.825242718446601
25,14,16.693548387096776
25,15,15.65
25,16,20.388059701492537
25,17,20.353846153846153
25,18,19.3
25,19,15.32
25,20,12.661538461538461
25,21,10.448717948717949
25,22,9.3375
25,23,10.1010101010101
26,0,12.08695652173913
26,1,6.579710144927536
26,2,6.171052631578948
26,3,7.90625
26,4,7.933333333333334
26,5,7.206896551724138
26,6,4.615384615384615
26,7,5.492753623188406
26,8,6.2745098039215685
26,9,7.4495412844036695
26,10,10.73228346456693
26,11,13.229166666666666
26,12,13.387096774193548
26,13,13.828947368421053
26,14,15.045751633986928
26,15,15.545454545454545
26,16,16.070063694267517
26,17,16.417721518987342
26,18,15.908396946564885
26,19,15.571428571428571
26,20,15.11340206185567
26,21,15.325842696629213
26,22,14.554347826086957
26,23,14.647727272727273
27,0,10.183908045977011
27,1,5.449275362318841
27,2,5.8522727272727275
27,3,5.795918367346939
27,4,4.833333333333333
27,5,7.0
27,6,5.377358490566038
27,7,5.405063291139241
27,8,6.201680672268908
27,9,8.08148148148148
27,10,11.291390728476822
27,11,13.018292682926829
27,12,14.67816091954023
27,13,16.10169491525424
27,14,16.35542168674699
27,15,15.570588235294117
27,16,15.596153846153847
27,17,16.34375
27,18,15.035714285714286
27,19,14.216
27,20,14.736842105263158
27,21,14.205128205128204
27,22,13.569767441860465
27,23,11.390625
28,0,12.49056603773585
28,1,13.764705882352942
28,2,14.117647058823529
28,3,14.430379746835444
28,4,16.07936507936508
28,5,14.731958762886597
28,6,14.771739130434783
28,7,12.77536231884058
28,8,12.7875
28,9,11.057803468208093
28,10,9.368421052631579
28,11,7.8
28,12,8.10204081632653
28,13,7.652482269503546
28,14,6.927007299270073
28,15,7.689655172413793
28,16,7.7075471698113205
28,17,8.679245283018869
28,18,9.775510204081632
28,19,7.962025316455696
28,20,8.24
28,21,10.070422535211268
28,22,9.987012987012987
28,23,10.425287356321839
29,0,20.50381679389313
29,1,19.0
29,2,18.386206896551723
29,3,18.839506172839506
29,4,19.949152542372882
29,5,19.22429906542056
29,6,18.56875
29,7,18.83139534883721
29,8,17.649717514124294
29,9,16.609467455621303
29,10,16.40625
29,11,16.259493670886076
29,12,16.4
29,13,16.97826086956522
29,14,17.644927536231883
29,15,18.725490196078432
29,16,19.638297872340427
29,17,17.473684210526315
29,18,18.60576923076923
29,19,18.623655913978496
29,20,18.90909090909091
29,21,19.949494949494948
29,22,21.57894736842105
29,23,21.74137931034483
30,0,2.3805309734513274
30,1,2.082474226804124
30,2,2.2823529411764705
30,3,1.6875
30,4,1.4125
30,5,1.6603773584905661
30,6,1.8287671232876712
30,7,2.021276595744681
30,8,1.9758064516129032
30,9,2.330578512396694
30,10,3.2065217391304346
30,11,3.6222222222222222
30,12,2.6363636363636362
30,13,2.4761904761904763
30,14,2.533333333333333
30,15,3.473684210526316
30,16,3.824561403508772
30,17,3.272727272727273
30,18,3.4545454545454546
30,19,2.595505617977528
30,20,2.8295454545454546
30,21,2.787037037037037
30,22,2.5636363636363635
30,23,2.419047619047619
31,0,11.674157303370787
31,1,11.403846153846153
31,2,9.78688524590164
31,3,9.172413793103448
31,4,8.055555555555555
31,5,9.264705882352942
31,6,8.984375
31,7,9.093333333333334
31,8,10.506493506493506
31,9,9.560747663551401
31,10,9.009615384615385
31,11,8.412213740458014
31,12,8.736486486486486
31,13,9.221476510067115
31,14,11.314465408805031
31,15,11.75
31,16,11.236024844720497
31,17,11.216049382716049
31,18,11.316770186335404
31,19,12.075471698113208
31,20,11.852941176470589
31,21,11.486725663716815
31,22,12.11340206185567
31,23,13.05
32,0,16.10989010989011
32,1,13.987654320987655
32,2,14.589473684210526
32,3,15.117647058823529
32,4,14.384615384615385
32,5,15.326086956521738
32,6,15.295454545454545
32,7,13.69620253164557
32,8,14.045454545454545
32,9,14.692307692307692
32,10,14.54054054054054
32,11,15.994117647058824
32,12,17.24137931034483
32,13,17.581920903954803
32,14,18.065868263473053
32,15,17.623456790123456
32,16,16.42138364779874
32,17,16.848920863309353
32,18,17.928571428571427
32,19,19.392857142857142
32,20,18.68041237113402
32,21,18.904761904761905
32,22,18.42105263157895
32,23,17.441558441558442
33,0,13.274193548387096
33,1,12.556521739130435
33,2,12.30327868852459
33,3,11.059701492537313
33,4,8.428571428571429
33,5,10.93939393939394
33,6,10.952380952380953
33,7,11.163934426229508
33,8,12.273255813953488
33,9,12.152173913043478
33,10,13.231182795698924
33,11,14.46448087431694
33,12,14.101123595505618
33,13,14.046242774566474
33,14,15.69811320754717
33,15,15.285714285714286
33,16,15.770833333333334
33,17,15.068027210884354
33,18,15.278688524590164
33,19,15.37962962962963
33,20,15.855263157894736
33,21,17.119565217391305
33,22,16.028846153846153
33,23,14.2991452991453
34,0,17.233009708737864
34,1,16.209302325581394
34,2,14.742268041237113
34,3,15.088235294117647
34,4,15.0
34,5,18.033898305084747
34,6,20.375
34,7,18.243697478991596
34,8,15.811688311688311
34,9,10.613259668508288
34,10,6.836956521739131
34,11,8.598901098901099
34,12,8.40677966101695
34,13,7.075
34,14,6.973333333333334
34,15,7.696774193548387
34,16,8.03921568627451
34,17,8.682119205298013
34,18,9.907563025210084
34,19,13.08
34,20,15.778947368421052
34,21,19.666666666666668
34,22,19.03448275862069
34,23,18.329787234042552
35,0,13.7109375
35,1,14.27027027027027
35,2,14.856164383561644
35,3,15.096969696969698
35,4,15.821428571428571
35,5,15.970059880239521
35,6,16.284848484848485
35,7,16.514792899408285
35,8,15.346368715083798
35,9,15.397790055248619
35,10,14.833333333333334
35,11,12.522988505747126
35,12,12.170068027210885
35,13,10.915966386554622
35,14,8.902173913043478
35,15,9.777777777777779
35,16,9.494117647058824
35,17,7.90990990990991
35,18,8.833333333333334
35,19,10.2
35,20,10.08108108108108
35,21,10.443037974683545
35,22,11.770114942528735
35,23,13.154639175257731
36,0,16.10377358490566
36,1,13.5
36,2,13.542168674698795
36,3,14.805555555555555
36,4,16.142857142857142
36,5,13.150943396226415
36,6,12.041666666666666
36,7,12.91025641025641
36,8,13.028846153846153
36,9,14.03883495145631
36,10,17.411214953271028
36,11,18.938356164383563
36,12,20.809859154929576
36,13,21.17763157894737
36,14,21.618055555555557
36,15,21.623287671232877
36,16,21.235294117647058
36,17,20.932098765432098
36,18,18.643356643356643
36,19,18.264150943396228
36,20,18.042105263157893
36,21,18.66
36,22,18.22
36,23,17.155555555555555
37,0,12.157894736842104
37,1,9.290322580645162
37,2,6.333333333333333
37,3,12.037037037037036
37,4,14.428571428571429
37,5,12.255813953488373
37,6,14.714285714285714
37,7,12.875
37,8,12.472727272727273
37,9,11.10989010989011
37,10,12.177304964539006
37,11,11.893258426966293
37,12,12.38150289017341
37,13,11.982248520710058
37,14,12.238095238095237
37,15,12.618181818181819
37,16,12.8
37,17,12.738095238095237
37,18,13.24113475177305
37,19,12.862068965517242
37,20,12.571428571428571
37,21,11.703703703703704
37,22,10.020833333333334
37,23,10.416666666666666
38,0,28.637795275590552
38,1,28.417391304347827
38,2,27.881818181818183
38,3,29.34722222222222
38,4,30.333333333333332
38,5,27.938271604938272
38,6,28.410526315789475
38,7,29.23972602739726
38,8,28.178807947019866
38,9,27.05521472392638
38,10,25.88535031847134
38,11,24.48148148148148
38,12,23.70967741935484
38,13,24.201342281879196
38,14,25.2
38,15,25.429752066115704
38,16,25.016129032258064
38,17,24.289473684210527
38,18,25.862595419847327
38,19,28.423728813559322
38,20,29.327102803738317
38,21,29.161016949152543
38,22,28.256637168141594
38,23,29.571428571428573
39,0,5.7
39,1,6.412280701754386
39,2,6.661157024793388
39,3,6.84
39,4,7.275
39,5,5.779816513761468
39,6,6.126666666666667
39,7,6.076086956521739
39,8,6.60752688172043
39,9,4.3076923076923075
39,10,3.480874316939891
39,11,3.5762711864406778
39,12,3.505813953488372
39,13,4.044444444444444
39,14,3.888888888888889
39,15,4.102564102564102
39,16,4.702702702702703
39,17,4.184873949579832
39,18,4.108910891089109
39,19,3.7901234567901234
39,20,5.397260273972603
39,21,5.136363636363637
39,22,4.673267326732673
39,23,5.035714285714286
40,0,9.73758865248227
40,1,9.144927536231885
40,2,8.666666666666666
40,3,9.594405594405595
40,4,9.685897435897436
40,5,9.51123595505618
40,6,9.245508982035927
40,7,9.676829268292684
40,8,11.10909090909091
40,9,12.55
40,10,13.841772151898734
40,11,15.277372262773723
40,12,14.59504132231405
40,13,14.26605504587156
40,14,14.259615384615385
40,15,14.35632183908046
40,16,14.010526315789473
40,17,13.008264462809917
40,18,13.322033898305085
40,19,14.353982300884956
40,20,13.865079365079366
40,21,12.75
40,22,12.405797101449275
40,23,11.564885496183207
41,0,5.262295081967213
41,1,8.147058823529411
41,2,6.815789473684211
41,3,6.111111111111111
41,4,17.0
41,5,6.923076923076923
41,6,6.4
41,7,5.62962962962963
41,8,6.4
41,9,6.116666666666666
41,10,6.555555555555555
41,11,5.811881188118812
41,12,4.062111801242236
41,13,3.2208588957055215
41,14,3.5632183908045976
41,15,4.242937853107344
41,16,3.9257142857142857
41,17,3.6830601092896176
41,18,3.6983240223463687
41,19,2.938775510204082
41,20,2.9285714285714284
41,21,3.2278481012658227
41,22,4.956521739130435
41,23,5.4523809523809526
42,0,14.56043956043956
42,1,15.235955056179776
42,2,14.388349514563107
42,3,12.9375
42,4,9.26086956521739
42,5,14.736842105263158
42,6,12.879310344827585
42,7,15.571428571428571
42,8,15.532786885245901
42,9,14.40268456375839
42,10,11.920529801324504
42,11,10.863354037267081
42,12,10.903846153846153
42,13,9.850931677018634
42,14,8.564102564102564
42,15,8.02
42,16,6.947761194029851
42,17,6.9928057553956835
42,18,8.0
42,19,10.2
42,20,10.673076923076923
42,21,11.28888888888889
42,22,14.89041095890411
42,23,15.393939393939394
43,0,17.375
43,1,18.776699029126213
43,2,18.80909090909091
43,3,19.75
43,4,18.974358974358974
43,5,18.328767123287673
43,6,19.13095238095238
43,7,18.464912280701753
43,8,15.244318181818182
43,9,10.421965317919074
43,10,5.752873563218391
43,11,5.443786982248521
43,12,5.931677018633541
43,13,7.189873417721519
43,14,7.438356164383562
43,15,6.708955223880597
43,16,6.655172413793103
43,17,5.943089430894309
43,18,7.730769230769231
43,19,9.0
43,20,14.928571428571429
43,21,19.660714285714285
43,22,17.565217391304348
43,23,19.301369863013697
44,0,8.428571428571429
44,1,9.525
44,2,9.866141732283465
44,3,9.31578947368421
44,4,7.760869565217392
44,5,9.592
44,6,9.73758865248227
44,7,9.512195121951219
44,8,7.459302325581396
44,9,5.068965517241379
44,10,2.401129943502825
44,11,2.2046783625730995
44,12,1.0723684210526316
44,13,1.3410852713178294
44,14,2.2872340425531914
44,15,3.8461538461538463
44,16,3.8444444444444446
44,17,4.511111111111111
44,18,4.511904761904762
44,19,4.975
44,20,5.2898550724637685
44,21,5.95
44,22,6.811111111111111
44,23,7.095238095238095
45,0,14.666666666666666
45,1,16.165354330708663
45,2,17.138686131386862
45,3,16.33812949640288
45,4,16.69178082191781
45,5,16.72159090909091
45,6,16.661016949152543
45,7,16.063218390804597
45,8,15.275862068965518
45,9,13.815028901734104
45,10,11.175
45,11,11.434482758620689
45,12,9.771186440677965
45,13,10.618181818181819
45,14,8.466666666666667
45,15,7.507462686567164
45,16,7.083333333333333
45,17,8.138461538461538
45,18,11.545454545454545
45,19,11.857142857142858
45,20,13.293103448275861
45,21,13.671641791044776
45,22,14.0
45,23,14.116279069767442
47,0,2.622950819672131
47,1,1.054054054054054
47,2,0.8695652173913043
47,3,1.394736842105263
47,4,1.0263157894736843
47,5,2.0
47,6,1.711111111111111
47,7,2.2241379310344827
47,8,2.357142857142857
47,9,2.434108527131783
47,10,4.379310344827586
47,11,6.449704142011834
47,12,7.236363636363636
47,13,7.2625
47,14,7.603896103896104
47,15,7.918367346938775
47,16,7.153846153846154
47,17,8.290076335877863
47,18,8.36448598130841
47,19,4.659574468085107
47,20,3.2948717948717947
47,21,2.8059701492537314
47,22,4.859375
47,23,3.5681818181818183
48,0,16.810526315789474
48,1,15.8375
48,2,16.03448275862069
48,3,16.982142857142858
48,4,19.48
48,5,16.9
48,6,17.62162162162162
48,7,16.980198019801982
48,8,17.7593984962406
48,9,15.251533742331288
48,10,14.948863636363637
48,11,14.468208092485549
48,12,14.119496855345911
48,13,13.51592356687898
48,14,13.273381294964029
48,15,13.15267175572519
48,16,13.242424242424242
48,17,12.564285714285715
48,18,12.433333333333334
48,19,13.711538461538462
48,20,13.402439024390244
48,21,12.928571428571429
48,22,15.981132075471699
48,23,17.106060606060606
49,0,22.359154929577464
49,1,22.424657534246574
49,2,23.27922077922078
49,3,23.229885057471265
49,4,25.393939393939394
49,5,23.635593220338983
49,6,24.115606936416185
49,7,23.417582417582416
49,8,21.737704918032787
49,9,19.956521739130434
49,10,23.46961325966851
49,11,24.502857142857142
49,12,23.931972789115648
49,13,23.38135593220339
49,14,23.01818181818182
49,15,23.26923076923077
49,16,22.415841584158414
49,17,23.582608695652173
49,18,26.901960784313726
49,19,24.185567010309278
49,20,21.03409090909091
49,21,21.0
49,22,22.419642857142858
49,23,21.524590163934427
50,0,12.46103896103896
50,1,13.520547945205479
50,2,13.805369127516778
50,3,13.702702702702704
50,4,14.286713286713287
50,5,13.80232558139535
50,6,13.828402366863905
50,7,12.846625766871165
50,8,11.56969696969697
50,9,8.409638554216867
50,10,4.115107913669065
50,11,3.47244094488189
50,12,3.935483870967742
50,13,3.5853658536585367
50,14,3.112676056338028
50,15,2.9210526315789473
50,16,2.792207792207792
50,17,2.7454545454545456
50,18,4.610619469026549
50,19,6.869565217391305
50,20,8.385826771653543
50,21,9.840277777777779
50,22,10.664473684210526
50,23,11.864864864864865
51,0,0.0
51,1,0.0
51,2,0.0
51,3,0.0
51,4,0.0
51,5,0.0
51,6,0.0
51,7,0.0
51,8,0.0
51,9,0.0
51,10,0.0
51,11,0.0
51,12,0.0
51,13,0.0
51,14,0.0
51,15,0.0
51,16,0.0
51,17,0.0
51,18,0.0
51,19,0.0
51,20,0.0
51,21,0.0
51,22,0.0
51,23,0.0
52,0,17.6
