station_id,hour,lag_1h,lag_24h
13,16,15.785714285714286,10.571428571428571
13,17,15.344827586206897,10.413793103448276
13,19,13.068965517241379,9.96551724137931
13,20,11.366666666666667,9.866666666666667
13,22,11.366666666666667,9.566666666666666
13,23,11.2,10.233333333333333
14,5,19.82758620689655,17.344827586206897
14,7,18.75862068965517,20.17241379310345
14,8,16.79310344827586,21.275862068965516
14,10,16.517241379310345,22.344827586206897
14,11,18.620689655172413,20.586206896551722
14,13,20.107142857142858,21.785714285714285
14,14,20.892857142857142,23.678571428571427
14,16,19.892857142857142,24.821428571428573
14,17,21.17241379310345,25.79310344827586
14,19,23.20689655172414,22.620689655172413
14,20,24.466666666666665,20.433333333333334
14,22,25.5,19.6
14,23,22.433333333333334,17.1
15,5,3.0344827586206895,1.9655172413793103
15,7,4.068965517241379,1.2758620689655173
15,8,1.7586206896551724,0.7931034482758621
15,10,1.8275862068965518,1.103448275862069
15,11,1.1724137931034482,0.896551724137931
15,13,0.7142857142857143,0.9642857142857143
15,14,1.1785714285714286,0.7857142857142857
15,16,0.896551724137931,1.5172413793103448
15,17,0.9655172413793104,1.8620689655172413
15,19,0.8275862068965517,2.586206896551724
15,20,1.6333333333333333,2.7
15,22,1.8333333333333333,3.7666666666666666
15,23,2.566666666666667,1.8333333333333333
16,5,12.068965517241379,12.793103448275861
16,7,11.206896551724139,12.137931034482758
16,8,12.827586206896552,12.310344827586206
16,10,11.689655172413794,11.068965517241379
16,11,11.344827586206897,11.0
16,13,11.357142857142858,12.0
16,14,10.785714285714286,12.142857142857142
16,16,10.964285714285714,12.714285714285714
16,17,11.96551724137931,13.413793103448276
16,19,11.793103448275861,12.517241379310345
16,20,12.3,12.766666666666667
16,22,12.533333333333333,11.966666666666667
16,23,11.733333333333333,13.2
17,5,8.724137931034482,9.068965517241379
17,7,8.344827586206897,9.310344827586206
17,8,9.275862068965518,9.344827586206897
17,10,8.586206896551724,10.206896551724139
17,11,8.862068965517242,9.724137931034482
17,13,9.392857142857142,9.107142857142858
17,14,10.642857142857142,8.857142857142858
17,16,10.357142857142858,9.035714285714286
17,17,9.724137931034482,9.379310344827585
17,19,9.482758620689655,9.10344827586207
17,20,9.2,8.733333333333333
17,22,9.233333333333333,8.433333333333334
17,23,8.833333333333334,9.466666666666667
18,5,13.862068965517242,13.068965517241379
18,7,14.206896551724139,7.724137931034483
18,8,13.89655172413793,8.517241379310345
18,10,12.172413793103448,6.793103448275862
18,11,6.758620689655173,7.310344827586207
18,13,7.857142857142857,8.464285714285714
18,14,6.285714285714286,8.035714285714286
18,16,7.071428571428571,12.357142857142858
18,17,7.689655172413793,13.241379310344827
18,19,7.655172413793103,14.517241379310345
18,20,11.866666666666667,13.7
18,22,12.833333333333334,14.166666666666666
18,23,14.4,14.2
19,5,4.206896551724138,10.620689655172415
19,7,3.9310344827586206,16.96551724137931
19,8,5.275862068965517,17.413793103448278
19,10,10.310344827586206,17.82758620689655
19,11,17.862068965517242,18.551724137931036
19,13,17.892857142857142,16.071428571428573
19,14,17.428571428571427,10.142857142857142
19,16,16.964285714285715,8.607142857142858
19,17,14.482758620689655,8.172413793103448
19,19,8.827586206896552,5.896551724137931
19,20,7.166666666666667,4.8
19,22,7.1,4.433333333333334
19,23,5.1,5.566666666666666
20,5,2.3793103448275863,9.724137931034482
20,7,2.206896551724138,13.655172413793103
20,8,6.413793103448276,14.862068965517242
20,10,10.620689655172415,13.344827586206897
20,11,13.724137931034482,12.586206896551724
20,13,13.75,5.428571428571429
20,14,12.0,3.5714285714285716
20,16,11.586206896551724,2.6206896551724137
20,17,4.896551724137931,2.1379310344827585
20,19,3.0344827586206895,2.2758620689655173
20,20,2.2333333333333334,2.3
20,22,2.2,2.033333333333333
20,23,2.3333333333333335,5.9
21,5,11.03448275862069,11.827586206896552
21,7,10.827586206896552,17.379310344827587
21,8,9.275862068965518,17.82758620689655
21,10,11.206896551724139,21.689655172413794
21,11,17.344827586206897,19.93103448275862
21,13,17.285714285714285,18.928571428571427
21,14,20.642857142857142,18.285714285714285
21,16,18.642857142857142,16.107142857142858
21,17,18.482758620689655,15.620689655172415
21,19,17.96551724137931,13.03448275862069
21,20,15.633333333333333,11.766666666666667
21,22,14.466666666666667,11.433333333333334
21,23,11.866666666666667,9.766666666666667
22,5,11.0,12.03448275862069
22,7,10.96551724137931,11.310344827586206
22,8,12.413793103448276,11.655172413793103
22,10,12.137931034482758,11.413793103448276
22,11,11.344827586206897,11.137931034482758
22,13,11.75,12.285714285714286
22,14,11.642857142857142,13.964285714285714
22,16,11.535714285714286,14.607142857142858
22,17,12.448275862068966,13.931034482758621
22,19,13.620689655172415,11.517241379310345
22,20,14.366666666666667,11.266666666666667
22,22,13.766666666666667,11.1
22,23,11.266666666666667,11.9
23,5,23.79310344827586,17.413793103448278
23,7,23.79310344827586,16.862068965517242
23,8,16.0,17.586206896551722
23,10,15.655172413793103,16.96551724137931
23,11,15.862068965517242,18.06896551724138
23,13,17.535714285714285,20.642857142857142
23,14,16.642857142857142,23.142857142857142
23,16,16.857142857142858,24.178571428571427
23,17,19.17241379310345,24.06896551724138
23,19,21.93103448275862,24.379310344827587
23,20,23.566666666666666,24.433333333333334
23,22,23.166666666666668,24.233333333333334
23,23,23.066666666666666,17.266666666666666
24,5,11.310344827586206,10.793103448275861
24,7,9.724137931034482,9.379310344827585
24,8,9.344827586206897,8.89655172413793
24,10,10.689655172413794,10.0
24,11,9.413793103448276,10.620689655172415
24,13,9.035714285714286,12.428571428571429
24,14,9.928571428571429,12.714285714285714
24,16,10.535714285714286,12.75
24,17,12.689655172413794,12.379310344827585
24,19,12.310344827586206,10.482758620689655
24,20,12.9,11.3
24,22,12.366666666666667,9.866666666666667
24,23,10.766666666666667,9.366666666666667
25,5,7.9655172413793105,11.620689655172415
25,7,7.931034482758621,16.344827586206897
25,8,9.344827586206897,16.379310344827587
25,10,11.448275862068966,16.103448275862068
25,11,16.103448275862068,16.379310344827587
25,13,15.642857142857142,14.142857142857142
25,14,15.142857142857142,11.0
25,16,15.035714285714286,8.535714285714286
25,17,13.827586206896552,8.206896551724139
25,19,10.862068965517242,8.379310344827585
25,20,8.8,8.133333333333333
25,22,7.9,8.1
25,23,7.966666666666667,9.266666666666667
26,5,7.9655172413793105,8.89655172413793
26,7,6.517241379310345,12.793103448275861
26,8,6.862068965517241,14.068965517241379
26,10,8.310344827586206,14.931034482758621
26,11,13.620689655172415,16.17241379310345
26,13,14.357142857142858,15.464285714285714
26,14,15.142857142857142,15.535714285714286
26,16,15.607142857142858,15.0
26,17,15.482758620689655,14.206896551724139
26,19,15.517241379310345,11.655172413793103
26,20,14.8,8.933333333333334
26,22,13.533333333333333,7.4
26,23,10.6,7.366666666666666
27,5,6.586206896551724,9.137931034482758
27,7,5.344827586206897,13.137931034482758
27,8,6.793103448275862,15.03448275862069
27,10,9.827586206896552,15.586206896551724
27,11,14.10344827586207,15.413793103448276
27,13,15.535714285714286,15.607142857142858
27,14,15.75,14.142857142857142
27,16,15.035714285714286,14.0
27,17,15.379310344827585,12.724137931034482
27,19,13.862068965517242,9.275862068965518
27,20,13.633333333333333,7.033333333333333
27,22,12.466666666666667,5.7
27,23,9.233333333333333,6.6
28,5,12.448275862068966,10.137931034482758
28,7,13.068965517241379,8.448275862068966
28,8,11.862068965517242,8.517241379310345
28,10,10.448275862068966,8.448275862068966
28,11,8.551724137931034,8.275862068965518
28,13,8.285714285714286,8.535714285714286
28,14,8.678571428571429,8.0
28,16,8.642857142857142,9.5
28,17,8.10344827586207,9.931034482758621
28,19,7.896551724137931,10.827586206896552
28,20,10.033333333333333,11.733333333333333
28,22,11.033333333333333,12.433333333333334
28,23,11.266666666666667,11.466666666666667
29,5,19.20689655172414,16.75862068965517
29,7,18.17241379310345,17.24137931034483
29,8,16.896551724137932,16.82758620689655
29,10,16.379310344827587,18.20689655172414
29,11,17.379310344827587,19.82758620689655
29,13,17.142857142857142,19.321428571428573
29,14,18.035714285714285,19.642857142857142
29,16,19.82758620689655,20.96551724137931
29,17,19.75862068965517,22.310344827586206
29,19,20.586206896551722,21.0
29,20,20.8,19.966666666666665
29,22,21.833333333333332,18.766666666666666
29,23,20.366666666666667,17.833333333333332
30,5,1.5862068965517242,2.0344827586206895
30,7,1.6551724137931034,3.3448275862068964
30,8,1.896551724137931,2.793103448275862
30,10,1.9655172413793103,2.8620689655172415
30,11,3.5172413793103448,3.2413793103448274
30,13,3.0714285714285716,2.607142857142857
30,14,3.0,2.4285714285714284
30,16,3.3793103448275863,2.689655172413793
30,17,2.7241379310344827,2.1379310344827585
30,19,2.4482758620689653,1.8620689655172413
30,20,2.466666666666667,1.5333333333333334
30,22,2.0,1.5666666666666667
30,23,1.8,1.8333333333333333
31,5,9.275862068965518,10.068965517241379
31,7,9.827586206896552,9.379310344827585
31,8,10.241379310344827,9.172413793103448
31,10,10.241379310344827,12.275862068965518
31,11,9.379310344827585,11.448275862068966
31,13,8.5,11.357142857142858
31,14,11.571428571428571,11.964285714285714
31,16,11.535714285714286,11.178571428571429
31,17,10.793103448275861,9.724137931034482
31,19,11.448275862068966,9.724137931034482
31,20,11.166666666666666,9.733333333333333
31,22,9.866666666666667,10.2
31,23,9.633333333333333,10.133333333333333
32,5,14.931034482758621,15.068965517241379
32,7,14.758620689655173,17.275862068965516
32,8,14.89655172413793,17.689655172413794
32,10,15.586206896551724,17.96551724137931
32,11,16.82758620689655,17.344827586206897
32,13,16.785714285714285,17.785714285714285
32,14,17.571428571428573,18.75
32,16,16.571428571428573,19.214285714285715
32,17,17.448275862068964,18.275862068965516
32,19,18.655172413793103,16.517241379310345
32,20,18.7,15.7
32,22,17.333333333333332,15.433333333333334
32,23,15.2,15.3
33,5,11.655172413793103,11.931034482758621
33,7,11.137931034482758,13.482758620689655
33,8,13.448275862068966,13.482758620689655
33,10,12.068965517241379,15.344827586206897
33,11,14.137931034482758,15.413793103448276
33,13,13.142857142857142,16.714285714285715
33,14,15.821428571428571,16.607142857142858
33,16,15.571428571428571,16.464285714285715
33,17,16.103448275862068,15.620689655172415
33,19,15.586206896551724,13.551724137931034
33,20,15.866666666666667,12.7
33,22,15.633333333333333,12.2
33,23,13.133333333333333,13.0
34,5,17.06896551724138,8.275862068965518
34,7,16.482758620689655,9.758620689655173
34,8,13.724137931034482,8.241379310344827
34,10,7.827586206896552,5.551724137931035
34,11,9.448275862068966,6.896551724137931
34,13,7.821428571428571,9.428571428571429
34,14,6.535714285714286,12.25
34,16,7.678571428571429,15.892857142857142
34,17,10.137931034482758,16.862068965517242
34,19,12.344827586206897,17.03448275862069
34,20,16.5,16.633333333333333
34,22,17.766666666666666,16.2
34,23,17.7,14.433333333333334
35,5,13.517241379310345,14.344827586206897
35,7,15.655172413793103,11.448275862068966
35,8,14.551724137931034,10.482758620689655
35,10,14.89655172413793,8.413793103448276
35,11,11.482758620689655,8.448275862068966
35,13,10.321428571428571,7.964285714285714
35,14,8.285714285714286,9.0
35,16,8.892857142857142,10.964285714285714
35,17,8.620689655172415,12.344827586206897
35,19,10.0,13.0
35,20,12.033333333333333,13.933333333333334
35,22,12.766666666666667,15.6
35,23,13.5,14.433333333333334
36,5,13.620689655172415,16.379310344827587
36,7,12.275862068965518,19.689655172413794
36,8,15.0,21.310344827586206
36,10,17.103448275862068,22.24137931034483
36,11,20.137931034482758,22.413793103448278
36,13,20.75,19.964285714285715
36,14,21.25,17.642857142857142
36,16,20.535714285714285,16.392857142857142
36,17,18.586206896551722,16.586206896551722
36,19,16.655172413793103,15.448275862068966
36,20,15.666666666666666,14.4
36,22,15.466666666666667,13.0
36,23,14.566666666666666,14.866666666666667
37,5,10.724137931034482,10.89655172413793
37,7,10.241379310344827,11.827586206896552
37,8,10.275862068965518,12.137931034482758
37,10,10.862068965517242,12.172413793103448
37,11,12.620689655172415,12.793103448275861
37,13,12.535714285714286,11.928571428571429
37,14,12.285714285714286,11.464285714285714
37,16,12.535714285714286,10.892857142857142
37,17,12.413793103448276,11.448275862068966
37,19,11.96551724137931,11.172413793103448
37,20,11.066666666666666,10.833333333333334
37,22,10.833333333333334,10.3
37,23,10.766666666666667,10.233333333333333
38,5,28.586206896551722,26.82758620689655
38,7,29.17241379310345,23.689655172413794
38,8,27.24137931034483,23.413793103448278
38,10,26.724137931034484,23.310344827586206
38,11,23.79310344827586,24.0
38,13,24.142857142857142,25.571428571428573
38,14,24.785714285714285,26.785714285714285
38,16,24.551724137931036,28.551724137931036
38,17,26.379310344827587,28.413793103448278
38,19,27.655172413793103,27.896551724137932
38,20,28.733333333333334,28.0
38,22,28.666666666666668,28.666666666666668
38,23,28.8,27.3
39,5,6.103448275862069,4.827586206896552
39,7,5.655172413793103,3.8275862068965516
39,8,5.655172413793103,4.482758620689655
39,10,4.482758620689655,3.5172413793103448
39,11,3.3448275862068964,3.793103448275862
39,13,3.6785714285714284,3.7142857142857144
39,14,3.75,4.107142857142857
39,16,3.892857142857143,4.107142857142857
39,17,3.4827586206896552,3.896551724137931
39,19,3.8620689655172415,4.793103448275862
39,20,4.433333333333334,5.766666666666667
39,22,4.3,5.3
39,23,5.233333333333333,5.333333333333333
40,5,9.10344827586207,12.482758620689655
40,7,9.241379310344827,13.655172413793103
40,8,11.827586206896552,13.482758620689655
40,10,12.551724137931034,15.517241379310345
40,11,13.96551724137931,13.931034482758621
40,13,13.857142857142858,13.5
40,14,15.321428571428571,13.678571428571429
40,16,13.928571428571429,12.5
40,17,13.827586206896552,11.482758620689655
40,19,13.724137931034482,10.448275862068966
40,20,12.866666666666667,9.9
40,22,11.166666666666666,9.8
40,23,10.0,11.933333333333334
41,5,5.9655172413793105,5.620689655172414
41,7,6.103448275862069,3.9310344827586206
41,8,7.517241379310345,3.6206896551724137
41,10,6.137931034482759,3.0344827586206895
41,11,4.275862068965517,3.1379310344827585
41,13,4.071428571428571,3.107142857142857
41,14,3.9642857142857144,2.7857142857142856
41,16,4.107142857142857,3.5714285714285716
41,17,3.9655172413793105,3.689655172413793
41,19,3.586206896551724,4.896551724137931
41,20,4.6,5.333333333333333
41,22,4.933333333333334,5.466666666666667
41,23,6.266666666666667,6.9
42,5,13.931034482758621,12.89655172413793
42,7,14.344827586206897,10.10344827586207
42,8,13.96551724137931,9.655172413793103
42,10,12.620689655172415,7.586206896551724
42,11,10.068965517241379,7.931034482758621
42,13,10.035714285714286,7.357142857142857
42,14,7.821428571428571,8.821428571428571
42,16,8.571428571428571,12.142857142857142
42,17,8.379310344827585,13.586206896551724
42,19,9.96551724137931,13.724137931034482
42,20,12.7,13.766666666666667
42,22,13.766666666666667,14.466666666666667
42,23,13.633333333333333,13.9
43,5,16.586206896551722,7.896551724137931
43,7,17.75862068965517,5.344827586206897
43,8,14.379310344827585,5.758620689655173
43,10,7.862068965517241,5.862068965517241
43,11,4.931034482758621,6.0344827586206895
43,13,6.035714285714286,6.464285714285714
43,14,6.571428571428571,9.5
43,16,6.678571428571429,13.928571428571429
43,17,7.0,14.413793103448276
43,19,9.931034482758621,14.862068965517242
43,20,15.233333333333333,15.5
43,22,15.866666666666667,16.733333333333334
43,23,16.3,14.233333333333333
44,5,9.206896551724139,4.413793103448276
44,7,9.551724137931034,2.206896551724138
44,8,6.689655172413793,1.4827586206896552
44,10,4.137931034482759,2.5517241379310347
44,11,2.310344827586207,3.2758620689655173
44,13,1.4642857142857142,3.4642857142857144
44,14,3.607142857142857,3.8214285714285716
44,16,3.8214285714285716,5.178571428571429
44,17,4.241379310344827,6.137931034482759
44,19,4.379310344827586,7.758620689655173
44,20,5.866666666666666,8.6
44,22,6.9,9.133333333333333
44,23,8.5,6.7
45,5,16.103448275862068,14.03448275862069
45,7,15.793103448275861,12.03448275862069
45,8,14.655172413793103,9.89655172413793
45,10,12.689655172413794,9.172413793103448
45,11,10.689655172413794,8.793103448275861
45,13,9.178571428571429,11.035714285714286
45,14,8.821428571428571,12.214285714285714
45,16,8.5,13.714285714285714
45,17,10.413793103448276,14.0
45,19,11.517241379310345,15.206896551724139
45,20,13.066666666666666,16.8
45,22,13.433333333333334,16.5
45,23,14.866666666666667,15.566666666666666
47,5,2.0357142857142856,3.1785714285714284
47,7,2.0,6.928571428571429
47,8,1.9310344827586208,6.931034482758621
47,10,3.1379310344827585,6.9655172413793105
47,11,7.068965517241379,7.724137931034483
47,13,7.214285714285714,6.785714285714286
47,14,7.285714285714286,5.285714285714286
47,16,7.642857142857143,3.142857142857143
47,17,6.724137931034483,3.1379310344827585
47,19,4.896551724137931,3.3793103448275863
47,20,2.2,3.1333333333333333
47,22,2.1333333333333333,2.8333333333333335
47,23,2.3,2.3
48,5,17.310344827586206,15.448275862068966
48,7,17.655172413793103,14.724137931034482
48,8,16.517241379310345,13.96551724137931
48,10,14.793103448275861,12.793103448275861
48,11,14.10344827586207,12.827586206896552
48,13,13.857142857142858,13.535714285714286
48,14,12.535714285714286,13.678571428571429
48,16,12.714285714285714,15.321428571428571
48,17,13.310344827586206,15.793103448275861
48,19,13.551724137931034,16.517241379310345
48,20,15.0,16.9
48,22,15.933333333333334,17.5
48,23,16.8,16.566666666666666
49,5,24.310344827586206,20.20689655172414
49,7,24.413793103448278,23.862068965517242
49,8,22.06896551724138,23.06896551724138
49,10,20.482758620689655,22.06896551724138
49,11,24.93103448275862,23.517241379310345
49,13,24.571428571428573,24.928571428571427
49,14,23.5,24.892857142857142
49,16,23.75,23.785714285714285
49,17,25.20689655172414,23.344827586206897
49,19,24.896551724137932,24.17241379310345
49,20,22.9,23.6
49,22,22.633333333333333,23.7
49,23,23.333333333333332,21.766666666666666
50,5,12.724137931034482,6.931034482758621
50,7,12.620689655172415,3.896551724137931
50,8,10.068965517241379,3.0689655172413794
50,10,6.827586206896552,2.3448275862068964
50,11,3.4482758620689653,2.5172413793103448
50,13,3.0,3.6785714285714284
50,14,2.4285714285714284,5.678571428571429
50,16,2.6785714285714284,8.785714285714286
50,17,3.7586206896551726,9.758620689655173
50,19,5.689655172413793,11.172413793103448
50,20,9.166666666666666,12.066666666666666
50,22,10.666666666666666,12.133333333333333
50,23,12.066666666666666,9.733333333333333
51,5,0.0,0.0
51,7,0.0,0.0
51,8,0.0,0.0
51,10,0.0,0.0
51,11,0.0,0.0
51,13,0.0,0.0
51,14,0.0,0.0
51,16,0.0,0.0
51,17,0.0,0.0
51,19,0.0,0.0
51,20,0.0,0.0
51,22,0.0,0.0
51,23,0.0,0.0
52,5,16.482758620689655,17.82758620689655
52,7,15.862068965517242,18.24137931034483
52,8,17.96551724137931,18.482758620689655
52,10,17.517241379310345,21.482758620689655
52,11,18.862068965517242,21.724137931034484
52,13,18.535714285714285,21.571428571428573
52,14,21.107142857142858,21.25
52,16,21.724137931034484,20.20689655172414
52,17,21.655172413793103,19.517241379310345
52,19,21.275862068965516,17.586206896551722
52,20,19.433333333333334,17.4
52,22,18.866666666666667,16.733333333333334
52,23,17.066666666666666,18.566666666666666
53,5,12.172413793103448,11.827586206896552
53,7,11.931034482758621,15.0
53,8,11.862068965517242,15.172413793103448
53,10,12.482758620689655,15.586206896551724
53,11,16.344827586206897,16.275862068965516
53,13,15.928571428571429,16.428571428571427
53,14,16.25,14.464285714285714
53,16,16.214285714285715,12.607142857142858
53,17,16.517241379310345,12.551724137931034
53,19,14.793103448275861,12.0
53,20,12.766666666666667,11.8
53,22,12.766666666666667,11.566666666666666
53,23,12.2,11.533333333333333
54,5,11.482758620689655,12.96551724137931
54,7,11.586206896551724,15.655172413793103
54,8,12.448275862068966,15.310344827586206
54,10,13.10344827586207,14.172413793103448
54,11,15.827586206896552,14.620689655172415
54,13,15.428571428571429,14.535714285714286
54,14,14.357142857142858,12.571428571428571
54,16,14.571428571428571,11.642857142857142
54,17,14.620689655172415,11.931034482758621
54,19,12.862068965517242,11.862068965517242
54,20,11.833333333333334,11.433333333333334
54,22,11.833333333333334,11.666666666666666
54,23,11.966666666666667,12.533333333333333
55,5,5.0,7.379310344827586
55,7,4.931034482758621,11.241379310344827
55,8,5.758620689655173,11.586206896551724
55,10,7.827586206896552,10.275862068965518
55,11,12.482758620689655,11.379310344827585
55,13,12.5,9.964285714285714
55,14,10.857142857142858,6.142857142857143
55,16,11.214285714285714,5.285714285714286
55,17,9.620689655172415,4.9655172413793105
55,19,6.0,4.793103448275862
55,20,5.0,4.833333333333333
55,22,5.0,4.766666666666667
55,23,5.033333333333333,5.433333333333334
56,5,13.758620689655173,17.344827586206897
56,7,15.275862068965518,22.06896551724138
56,8,16.724137931034484,21.17241379310345
56,10,17.06896551724138,19.896551724137932
56,11,22.655172413793103,22.03448275862069
56,13,20.964285714285715,18.5
56,14,19.964285714285715,13.714285714285714
56,16,21.107142857142858,12.535714285714286
56,17,18.06896551724138,12.689655172413794
56,19,12.89655172413793,12.793103448275861
56,20,11.4,14.233333333333333
56,22,11.666666666666666,15.766666666666667
56,23,12.566666666666666,16.9
57,5,10.10344827586207,11.137931034482758
57,7,10.068965517241379,12.310344827586206
57,8,9.793103448275861,11.379310344827585
57,10,11.03448275862069,11.551724137931034
57,11,12.206896551724139,11.89655172413793
57,13,11.464285714285714,10.75
57,14,11.142857142857142,9.142857142857142
57,16,11.214285714285714,8.964285714285714
57,17,10.758620689655173,9.241379310344827
57,19,9.517241379310345,9.551724137931034
57,20,9.4,9.633333333333333
57,22,9.466666666666667,9.6
57,23,9.666666666666666,10.033333333333333
58,5,18.689655172413794,25.96551724137931
58,7,19.482758620689655,28.82758620689655
58,8,23.103448275862068,27.93103448275862
58,10,26.0,28.75862068965517
58,11,28.275862068965516,29.310344827586206
58,13,28.0,24.714285714285715
58,14,27.107142857142858,22.571428571428573
